id,name,owner,capacity,fuel
2094,South Creake,Lightsource,26.001155,Solar
2095,South Humber Bank,Centrica,1310.0,Gas
2096,South Lees Farm,Solar Century,11.0,Solar
2097,South Manchester Resource Recovery Centre (AD),Viridor,2.0,Biomass
2098,South Newton Farm,Equitix,11.3,Solar
2099,South Sharpley Wind Farm,REG Windpower (previously  Cornwall Light & Power),6.2304,Wind
2100,South View Farm,Bioflame,2.0,Biomass
2101,South of Henley Hall,Kronos Solar (KS SPV39),5.0,Solar
2102,Southbrook Solar Farm,Sunventures (Suncredit UK),5.0,Solar
2103,Southcombe Farm,Lightsource Renewable Energy,1.2,Solar
2104,Southdown Quarry,Ethical Power,1.5,Solar
2105,Southern Counties Shooting Ground Phase 1 (resubmission),British Solar Renewables / NextEenrgy Solar Fund (NESF),9.0,Solar
2106,Southern Counties Shooting Ground Phase 2 (resubmission),British Solar Renewables,5.0,Solar
2107,Southern Law,EDF Energy,5.2,Wind
2108,Southfield Solar Park,British Solar Renewables,9.7614,Solar
2109,Southill Solar (resubmission),Sustainable Charlbury (Community),4.5,Solar
2110,Southleigh Landfill,ONYX LANDFILL LTD,3.5,Waste
2111,Southrigg,Southrigg WT,1.5,Wind
2112,Southwick Estate,Bluefield Solar Income Fund,48.0,Solar
2113,Spalding,SPEP,880.0,Gas
2114,Spaldington,Falck Renewables,11.75,Wind
2115,Speyside Biomass CHP Plant,Speyside Renewable Energy Partnership Ltd,12.5,Biomass
2116,Spicer Hill Wind Farm,,6.9,Wind
2117,Spittleborough Farm,MTS Spittleborough Solar Ltd,12.0,Solar
2118,Spriggs Farm,Abic,12.0,Solar
2119,Spring Farm (biomass),Mr Phillip Lukas,1.0,Biomass
2120,Springfield Farm,ONYX,1.4,Waste
2121,Springhill Solar Park (Northwick),,5.0,Solar
2122,Spurness Extension,Scottish and Southern Energy (SSE),10.0,Wind
2123,Squabb Wood,Viridor,1.0,Waste
2124,Sron Mor,Scottish and Southern Energy (SSE),4.0,Hydro
2125,Srondoire Community Wind Farm,Srondoire Wind Farmers LLP,6.0,Wind
2126,St Breock,REG & Blackrock,10.261,Wind
2127,St Columb Major Solar Farm,Inazin Solar (previoulsy owned by Low Carbon Solar),7.0,Solar
2128,St Day II,,2.0,Waste
2129,St Fergus Moss Wind Farm,Greenspan Electric St Fergus Ltd,6.0,Wind
2130,St Francis,Lightsource Renewable Energy,4.32531,Solar
2131,St Helen's Lane,UK Sustainable Energy,5.0,Solar
2132,St John Hill,Auquhirie Land Company Ltd,7.7,Wind
2133,St John's Well,Green Cat Renewables,2.4,Wind
2134,St Johns Wells Wind Cluster Extension,Green Cat Renewables,3.2,Wind
2135,St Nicholas Court Farm (AD) - resubmission,St Nicholas Court Farms Ltd,1.2,Biomass
2136,St. Johns Hill,K E Projects AF,25.0,Wind
2137,Stables,Lightsource Renewable Energy,1.966,Solar
2138,Stags Holt,Powergen / Wind Prospects,20.0,Wind
2139,Stags Holt Extension,E.On,2.0,Wind
2140,Staining Wood Farm,Lightsource Renewable Energy,4.9,Solar
2141,Standen Heath,Biffa,1.5,Waste
2142,Standford Hill,Resonance,4.6,Wind
2143,Stangate Landfill Site,ARC Ltd (Greenways Landfill),4.5,Waste
2144,Stanton solar park,Quercus Renewable Holding 2,5.0,Solar
2145,Stantway Solar Farm,Mr P Walker,5.0,Solar
2146,Staples Anaerobic Digestion CHP Plant (Waste AD),Staples Brothers Ltd,1.4,Biomass
2147,Station Farm Landfill Scheme,Natural Power,2.0,Waste
2148,Station Works AD,Privilege Finance/ BioWatt,1.0,Biomass
2149,Staveley Power,Waste Recycling Group,2.1,Waste
2150,Staythorpe C,RWE Npower Plc,1772.0,Gas
2151,Steven's Croft,E.ON  (formerly Powergen). Agent Environmental Planning and Management,50.0,Cogeneration
2152,Steventon,Hive Energy,10.03917,Solar
2153,Stob House Farm,Anesco,4.9,Solar
2154,Stoke Bardolph energy crop (Farm AD),Severn Trent Water,2.0,Biomass
2155,Stoke-on-Trent EfW,MES Environmental (CNIM Group),14.2,Waste
2156,Stokes Marsh Farm,South West Solar Parks,16.6,Solar
2157,Stone Hill,Solar Century,2.6,Solar
2158,Stonebarrow Farm,British Solar Renewables (formerly known as Solar Power Generation),8.0,Solar
2159,Stonebyres,Scottish Power: Hydro schemes - Lanark,6.0,Hydro
2160,Stonepit Farm,Lark Energy,5.0,Solar
2161,Stoneshill Farm (resubmission),Green Energy UK Direct,5.0,Solar
2162,Stoneyhill Landfill Site,Stoneyhill Waste Management Ltd,4.3,Waste
2163,Stonish Hill Re-submission (Bilsthorpe),REG Power Management (John Laing/Peel Energy),10.3,Wind
2164,Stormy Down (Waste AD),Agrivert,3.0,Biomass
2165,Stormy Down Solar Farm,Belisama Energy,3.8,Solar
2166,Stornoway,Scottish and Southern: Island Generation,24.0,Oil
2167,Storr Lochs,Scottish and Southern: Small Hydros,2.4,Hydro
2168,Stowbridge Farm,Magnetar Solar,24.0,Solar
2169,Stowbridge Farm - Extension (Phase 1),FC Palmer and Sons,10.0,Solar
2170,Stowbridge Farm - Extension (Phase 2),FC Palmer and Sons,10.0,Solar
2171,Stragglethorpe,Lightsource Renewable Energy,4.99928,Solar
2172,Strath of Brydock,Duncan Greenenergy,6.9,Wind
2173,Strath of Brydock,Green Cat Renewables,4.6,Wind
2174,Strathy North,Scottish and Southern Energy (SSE),67.65,Wind
2175,Stratton Hall Solar Park,Stratton Hall Solar Park Limited,11.6,Solar
2176,Strettington Solar Farm,Sunsave 30 (Strettington)/ Vogt solar,5.0,Solar
2177,Stripe,FIM Services (formerly Anesco),4.98,Solar
2178,Striven,Scottish and Southern Energy (SSE),8.0,Hydro
2179,Stroupster,Greencoat UK Wind/Bay Wa .r.e/ SunGift,29.9,Wind
2180,Stud Farm  Rufford (Farm AD),Future Biogas,2.2,Biomass
2181,Sudforth Lane (Kellingley Solar Farm),First Renewable Developments/ Harworth Group,5.0,Solar
2182,Summercourt Solar Farm (Glebe Farm),Solar Securities Group Ltd,1.1,Solar
2183,Summerston Landfill,Combined Landfill Projects (CLP),2.8,Waste
2184,Summerway Drove,BNRG Renewables,2.0,Solar
2185,Sundon Landfill Site,Renewable Power Generation Ltd,2.6,Waste
2186,Sundorne,Elgin Energy EsCo,18.226,Solar
2187,Sunnyside wind cluster,Sunnyside Wind Farm,1.0,Wind
2188,Sutton Bridge,,819.0,Gas
2189,Sutton Courtenay Landfill Scheme,Waste Recycling Group,5.6,Waste
2190,Sutton Courtney,Waste Recycling Group,6.0,Waste
2191,Sutton Grange AD Plant,Fred Walter & Sons Ltd,3.0,Biomass
2192,Sutton Landfill Site,Waste Notts Ltd 3 Sidings Court White Rose Way Doncaster,3.0,Waste
2193,Sutton Mawr Farm,Lightsource Renewable Energy,7.5,Solar
2194,Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,PS Renewables,5.4,Solar
2195,Swaffham II,Ecotricity,1.8,Wind
2196,Swancote Farm,Swancote Energy,1.2,Biomass
2197,Swancote Farm AD (Farm AD),Mr Simon Davies/Berries,2.2,Biomass
2198,Swindon Sewerage Treatment Works,Thames Water Utilities,1.2,Biomass
2199,Swinford,Nuon UK,22.0,Wind
2200,Sycamore Farm,BNRG Renewables,20.0,Solar
2201,Symonds Farm Power Ltd (Farm AD),Geo E Gittus and Son,1.4,Biomass
2202,Sytchwythy Fields,AR Partners,1.4,Solar
2203,Sywell (England),Lark Energy,4.99928,Solar
2204,Taff Ely,Npower Renewables,9.0,Wind
2205,Tallentire,The Renewables Infrastructure Group (TRIG),12.0,Wind
2206,Tangy,Border Wind / Scottish and Southern (SSE),18.7,Wind
2207,Tangy Wind Farm Extension/Tangy 2,Scottish and Southern Energy (SSE),6.0,Wind
2208,Taplins Farm solar park,PS Renewables,5.9,Solar
2209,Tappaghan Extension,Greencoat UK Wind,9.0,Wind
2210,Tappaghan Wind Farm,Greencoat UK Wind,28.5,Wind
2211,Tarbothill Landfill Site,Waste Recycling Group,2.2,Waste
2212,Taunton Racecourse,Green Hedge (BayWa r.e.),1.5,Solar
2213,Tavells Lane Solar Farm,Hive Energy,5.3,Solar
2214,Taylor's Lane GT,Uniper UK Limited,144.0,Gas
2215,Tedder Hill,Ventient (formerly Infinis),7.5,Wind
2216,Teeside Green Energy Plant (Waste AD),B F BIO GAS LTD,4.8,Biomass
2217,Teesside,EDF Energy - Northern Offshore Windfarm Ltd,62.0,Wind
2218,Teesside EfW,SITA UK,19.2,Waste
2219,Teesside EfW (extension),SITA UK,10.0,Waste
2220,Temple Normanton (England),Lark Energy,4.89398,Solar
2221,Tengore Lane - resubmission,TGC Renewables,3.0,Solar
2222,Testwood Water Supply Works,Southern Water Services,1.9,Solar
2223,Thame solar farm,Big 60 Million,4.3,Solar
2224,Thameside DC,Sainsbury's,1.0,Solar
2225,Thanet,Vattenfall Wind Power Ltd,300.0,Wind
2226,Thatcham,Scottish and Southern: Thermal,8.7,Oil
2227,The Breck,Lightsource Renewable Energy,5.0,Solar
2228,The Elms,Foresight Solar Fund,10.4,Solar
2229,The Fall of Warness Tidal Scheme  (EMEC),Tocardo/OpenHydro,4.0,Wave and Tidal
2230,The Flit,United Photovoltaics,10.5,Solar
2231,The Grange,Elgin Energy EsCo,8.0,Solar
2232,The Haven,Mr. Bowles,1.2,Wind
2233,The Kickles,Green Energy UK Direct Ltd/ Vogt Solar,5.0,Solar
2234,The Limes Wind Turbines,Countryside Solutions,1.7,Wind
2235,The Manor of Cadland Estate,The Manor of Cadland Estate,5.0,Solar
2236,The Michelin Tyre Factory - Ballymena,Ecotricity,4.6,Wind
2237,The Nurseries  Green Tye,Guy & Wright,1.2,Biomass
2238,The Old Airfield,Lumicity,5.0,Solar
2239,The Rosti Factory,Branna Industrial & Technical Services Ltd,2.2,Wind
2240,The Sawmill,Veolia Energy Services,6.8,Biomass
2241,The Stables,Anesco,1.8,Solar
2242,Thetford,Energy Power Resources,41.5,Biomass
2243,Thompson House Equestrian farm,Emotion Solar One,5.0,Solar
2244,Thorfinn Wind Farm - NM1500,Vestas,1.5,Wind
2245,Thorfinn Wind Farm - NM2000,Vestas,2.3,Wind
2246,Thornborough Grounds (England),Lark Energy,4.9929,Solar
2247,Thorne Farm,Lightsource Renewable Energy,6.2,Solar
2248,Thornhill,E.On UK,50.0,Gas
2249,Thornog Windfarm,Energia Renewables,9.2,Wind
2250,Thornog Windfarm Extension,Energia Renewables,9.2,Wind
2251,Thornton Lane,Green Hedge (BayWa r.e.),2.7,Solar
2252,Thornton Power Station,TPS (UK),9.0,Biomass
2253,Thornton Waste Recovery Park (Waste AD),Global Renewables Lancashire Ltd,1.9,Biomass
2254,Tiddiecross Solar Farm,Vogt Solar,10.5,Solar
2255,Tiers Cross Solar Farm,Good Energy Generation,24.0,Solar
2256,Tievenameenta,Scottish and Southern Energy (SSE),34.5,Wind
2257,Tilmanstone Colliery,Ovenden Plant Hire Limited,10.0,Solar
2258,Tiln Farm Retford (extension),Pfalz Solar,1.7,Solar
2259,Tiln Farm solar park,Pfalz Solar,8.0,Solar
2260,Tir Mostyn & Foel Goch,Munich Re (previously Windjen Power Ltd),21.25,Wind
2261,Tiree,Scottish and Southern: Island Generation,3.0,Oil
2262,Tirgwynt,Belltown Power,24.6,Wind
2263,Tod Hill Farm Wind Turbines,Falkirk Tod Hill Wind Limited,12.0,Wind
2264,Toddleburn,Scottish and Southern Energy (SSE),27.6,Wind
2265,Todmorden,Todmorden Moor Wind Farm Ltd,12.5,Wind
2266,Toggam Farm,Forest Heath District Council,12.5,Solar
2267,Tollgate Farm,CRE8 Energy (UK),4.3,Solar
2268,Tonedale Farm,Capital Estate Tonedale,5.0,Solar
2269,Tonge Corner Farm,Martifer Solar (Voltalia),22.0,Solar
2270,Tongland,Scottish Power: Hydro schemes - Galloway,33.0,Hydro
2271,Tooleys Farm,Lightsource Renewable Energy,5.3,Solar
2272,Tormywheel,BlackRock (formerly Muirhall Energy),30.8,Wind
2273,Torness,British Energy (now part of EDF),1185.0,Nuclear
2274,Torr Achilty,Scottish and Southern Energy (SSE),15.0,Hydro
2275,Torrance Farm,Future Spectrum Ltd,9.0,Wind
2276,Torrance Farm Wind Park Extension,Capital Dynamics,5.7,Wind
2277,Tow Law,RWE npower,2.3,Wind
2278,Tower Hayes Farm,Elgar Middleton,5.0,Solar
2279,Tower Hill Farm,NextEnergy Solar Fund (NESF),8.1,Solar
2280,Towerbrook Farm (Banwell Solar Farm),Aquila Capital,7.2,Solar
2281,Townlands of Carrickatane,Northern Wind Power,20.7,Wind
2282,Toyota Motor Manufacturing Uk - Deeside,Toyota Motor Manufacturing Ltd  - Graham Hillier - 01244 282027,3.8,Solar
2283,Toyota Solar Farm,Bluefield Solar Income Fund,4.6,Solar
2284,Trackwork Limited (EfW),Trackwork,3.0,Waste
2285,Trecatti,Biffa,7.0,Waste
2286,Tredinnick Fields,Kronos Solar,5.8,Solar
2287,Tredown Solar Farm,Lightsource Renewable Energy,1.2,Solar
2288,Trefinnick,MTS Trefinnick Solar Ltd,4.40363,Solar
2289,Trefullock Solar Farm,Bosch Solar Energy,5.0,Solar
2290,Tregassow Farm - Solar Modules,Mr Larry Mark,6.0,Solar
2291,Treguff,Lightsource Renewable Energy,3.736465,Solar
2292,Trehawke Barton (Doddycross) Solar Farm,KS SPV20 Ltd,9.1,Solar
2293,Trelow Farm,Low carbon Solar Partners,1.6,Solar
2294,Trench Farm,Lightsource Renewable Energy,7.2,Solar
2295,Trenouth Farm,Low Carbon Solar,3.6,Solar
2296,Trenoweth Solar Farm,Kronos Solar,2.5,Solar
2297,Trequite,Elgin Energy EsCo,10.988,Solar
2298,Treswarrow Solar Park,Richard Jones,6.5,Solar
2299,Trethosa Farm Solar Park,Trethosa Solar Ltd,4.8,Solar
2300,Trevemper,The Green Company,1.6999,Solar
2301,Triangle Solar Farm Park,Savills/ Cambridge County Council,10.0,Solar
2302,Trickey Warren,Anesco,4.63197,Solar
2303,Trident Park,Viridor,30.0,Waste
2304,Trigon Solar Farm,Trigon Solar Farm Ltd,7.0,Solar
2305,Trimdon,Cumbria Wind Farms,5.2,Wind
2306,Trinity Hall Farm,Hallwick Energy,1.1,Biomass
2307,Troughton Farm,Hive Energy,30.0,Solar
2308,Trowbridge Sewage Treatment Works,Wessex Water,1.2,Waste
2309,Trowle Common,Low Carbon,5.0,Solar
2310,Trumps Farm (AD),Agrivert,2.4,Biomass
2311,Trumps Farm Landfill Scheme,Renewable Power Systems,2.9,Waste
2312,Trysglwyn,RWE npower,5.6,Wind
2313,Tullo,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),17.5,Wind
2314,Tullo Wind Farm North Extension (Shiels Wind Farm),Eneco,7.5,Wind
2315,Tullo Wind Farm South (Ext.),Eneco,10.0,Wind
2316,Tully Quarry,Stream Bioenergy,3.0,Biomass
2317,Tullymurdoch Wind Farm,Temporis Capital,14.4,Wind
2318,Tummel,Scottish and Southern: Hydro Schemes - Tummel,34.0,Hydro
2319,Tump Solar Farm,Green Energy UK Direct,5.0,Solar
2320,Turncole,RES/ Aviva,17.5,Wind
2321,Turret water treatment works,,1.9,Hydro
2322,Turves Solar Farm (Resubmission),Abbey Renewables,5.0,Solar
2323,Turves/Burtnhouse Solar Farm extension,Lightsource Renewable Energy,4.7,Solar
2324,Turweston Solar Farm,INRG Solar,16.7,Solar
2325,Tween Bridge,E.ON Renewables,44.0,Wind
2326,Twemlows,Sunsave 27 (Twemlows)/ Vogt solar,10.0,Solar
2327,Twin Elm Solar Farm,,1.0,Solar
2328,Twin Rivers,NTR,28.7,Wind
2329,Twin Yards Solar Farm,Global Renewable Construction,5.0,Solar
2330,Twinwoods Heat & Power CHP,Growing Beds / Bioflame,3.4,Waste
2331,Tyrone Energy 1,Mr Tim Traill,2.1,Biomass
2332,Tyseley ERF,Veolia,30.0,Waste
2333,Tythegston Landfill Site,Renewable Power Generation Ltd,1.2,Waste
2334,UK Solar (Lower Newton) LLP,Novus Solar Developments,11.929,Solar
2335,Ufton,Biffa,1.0,Waste
2336,Ugley,Biffa,1.1,Waste
2337,Uisge Dubh Hydro,Gilkes Energy,2.0,Hydro
2338,Ulnes Walton Energy,SITA UK,1.3,Waste
2339,United Mines Landfill Scheme,East Midlands Electricity Generation,3.0,Waste
2340,Upper Ardgrain Wind Farm,Green Cat Renewables,2.4,Wind
2341,Upper Clayhill,Lightsource Renewable Energy,4.7492,Solar
2342,Upper Farm solar park,Kronos Solar,12.0,Solar
2343,Upper Holton Wind Farm,Temporis Wind,11.5,Wind
2344,Upper Huntingford Farm,TGC Renewables,7.7,Solar
2345,Upper Meadowley Farm,GDL Upper Meadowley,10.7,Solar
2346,Upper Pant-Ysgawen Farm/Crumlin,Suncredit UK,4.9,Solar
2347,Uskmouth Power,,230.0,Coal
2348,Uskmouth Power Station,SIMEC Group,18.0,Biomass
2349,VENTNOR ROAD SOLAR PARK,BNRG Renewables,4.8,Solar
2350,VPI Immingham,VPI Immingham LLP,1240.0,Cogeneration
2351,Vantage Point,Bee Green Solar,1.4,Solar
2352,Verwood Solar Farm,Wirsol Solar UK,20.4,Solar
2353,Vine Farm Solar Park,Allianz,45.0,Solar
2354,Vine Street EfW,SITA UK,9.5,Waste
2355,Wadlow,DIF,26.0,Wind
2356,Waen Biogas (Waste AD),Ancala Bioenergy (formerly Biogen),1.0,Biomass
2357,Walkers Wood Solar Park,Solar century / Magnetar Solar,27.0,Solar
2358,Walkway,Wind Prospect,14.0,Wind
2359,Walland Farm,Lightsource Renewable Energy,5.0,Solar
2360,Wallingford (Waste AD),Agrivert,2.4,Biomass
2361,Wally Corner Landfill Site,SBC Renewables,7.0,Solar
2362,Walmoor Farm solar park,Green Switch Solutions,4.0,Solar
2363,Walney 1,Orsted (formerly Dong Energy),184.0,Wind
2364,Walney 2,Orsted (formerly Dong Energy),184.0,Wind
2365,Walnut Yard (Phase 1),Lark Energy,1.8,Solar
2366,Walpole Landfill,THOMAS GRAVESON LTD,1.6,Waste
2367,Walpole Landfill AD (Waste AD),Viridor,1.6,Biomass
2368,Waltham Point Distribution Centre,Sainsbury's,1.8,Solar
2369,Walton,Thames Water,1.78633,Solar
2370,Wambrook Farm,Sunsave 19 (Wambrook)/ Vogt Solar,4.1,Solar
2371,Wandylaw,Blue Energy,20.5,Wind
2372,Wapsey's Wood,Veolia,7.5,Waste
2373,Wapsey's Wood II Landfill Site,Leigh Environmental Ltd (Paul Blower 01753 888140),1.0,Waste
2374,Wapsey's Wood III,Summerleaze,1.0,Waste
2375,Wardlaw Wood,Wind Prospect on land owned by Community Windpower Ltd,18.0,Wind
2376,Waresley Landfill Site,Biffa,1.6,Waste
2377,Warleigh Barton Solar Farm,Low Carbon Solar,5.0,Solar
2378,Warren Quarry Landfill Gas Scheme,Warren Energy Ltd,1.9,Waste
2379,Warrington Home Solar Scheme,Warrington Council,5.3,Solar
2380,Watchfield Lawn,Belltown Power,10.2,Solar
2381,Water Eaton Farm / Port Farm,Foresight/ Vogt solar,34.8,Solar
2382,Waterditch Solar Farm,New Forest Energy,18.0,Solar
2383,Waterloo solar park,Lightsource Renewable Energy,14.6,Solar
2384,Watford Lodge,Broadview Energy,12.5,Wind
2385,Wathegar 2 Wind Farm,BayWa r.e.,18.5,Wind
2386,Wathegar wind farm,Mr Danny Miller,10.0,Wind
2387,Waverley Wood II,ENERGY DEVELOPMENTS (UK) LTD,2.4,Waste
2388,Wear Point,John Laing,8.2,Wind
2389,Wedgehill Farm,Orta Solar,13.0,Solar
2390,Week Farm Solar Park,,3.3,Solar
2391,Welbeck,Solar century / Magnetar Solar,11.2608,Solar
2392,Welbeck Colliery,Re-Fin Solar Limited,9.6,Solar
2393,Weldon Phase 1 and 2,Waste Recycling Group,4.0,Waste
2394,Wellingborough Solar Farm,Lark Energy,8.5316,Solar
2395,Welton Of Creuchies,Mr And Mrs I And J Ferguson/ Green Cat Renewables,9.2,Wind
2396,Wern Ddu Wind Farm,Tegni,9.2,Wind
2397,West Bradley,Lightsource Renewable Energy,1.029,Solar
2398,West Browncastle,Falck Renewables,30.0,Wind
2399,West Burton,EDF Energy,2012.0,Coal
2400,West Burton CCGT,EDF Energy,1332.0,Gas
2401,West Burton GT,EDF Energy,40.0,Gas
2402,West Ditchen Farm (resubmission),PV Sunpower Ltd,5.0,Solar
2403,West Durham Wind Farm,ESBI,24.0,Wind
2404,West Farm,Vogt Solar,7.63,Solar
2405,West Hall Solar Farm,INRG Solar,7.0,Solar
2406,West Hill  Flotta,Scotrenewables (Scotland) Ltd,2.0,Wind
2407,West Hill Farm,Hazel Capital LLP,2.4,Solar
2408,West Hill Farm (solar),Lumicity,7.3,Solar
2409,West Kingsmill Farm Solar Park,Inazin (previously Low carbon Solar Partners),1.6,Solar
2410,West Knock Wind Cluster,West Knock Farm,2.4,Wind
2411,West Mill,RMC Aggregates,2.5,Waste
2412,West Quarry,,4.5,Waste
2413,West Raynham,Bluefield Solar,49.9,Solar
2414,West Roucan Farm,John Cunningham-Jardine,1.2,Biomass
2415,West Strathore Solar Limited,West Strathore Solar,5.0,Solar
2416,West Venn Solar Farm (resubmission),Solar Securities Group Ltd,5.0,Solar
2417,West Woodlands,Sunsave 24/ Vogt solar,5.0,Solar
2418,West of Duddon Sands,Scottish Power Renewables & Orsted (formerly Dong Energy),389.0,Wind
2419,Westbury (Closed) Landfill Site,Viridor,3.5,Solar
2420,Westbury Landfill Scheme,Haul Waste Disposal Ltd,1.1,Waste
2421,Westcott Venture Park,Shanks Group,2.0,Biomass
2422,Westcott Venture Park Phase 2 & 3,Rockspring Hanover Property Unit Trust,1.3,Solar
2423,Westerfield Farm - resubmission,Lightsource Renewable Energy,12.5,Solar
2424,Westermost Rough,Orsted (formerly Dong Energy),210.0,Wind
2425,Western International Market,London Borough of Hounslow,1.7,Solar
2426,Western Wood Energy Plant,Western Bioenergy  affiliate of Western Log,14.0,Biomass
2427,Westfield,Infinis,9.8,Wind
2428,Westfield Biomass Power Station,EPR Scotland,12.5,Biomass
2429,Westfield Farm,Hive Energy/ Vogt Solar,5.0,Solar
2430,Westmill Farm - PV,Mr Adam Twine,5.0,Solar
2431,Westmill Qaurry,,2.6,Waste
2432,Westmill Wind Farm,Adam Twine of Colleymore,6.5,Wind
2433,Westnewton,,6.2,Wind
2434,Weston Airfield Wind Turbines,Bernard Matthews,3.6,Wind
2435,Weston Landfill Site,Vivid Waste Management,2.0,Waste
2436,Westover Farm - resubmission,Mrs Victoria Prescott,7.0,Solar
2437,Westwood,Lightsource Renewable Energy,9.181,Solar
2438,Westwood AD Plant (Farm AD),Ancala Bioenergy (formerly Biogen),2.0,Biomass
2439,Wether Hill,Scottish Power/CRE Energy,18.2,Wind
2440,Weycock Road,Elgin Energy EsCo,7.0,Solar
2441,Wharrels Hill Wind Farm,Wharrels Hill Windfarm Ltd/ National Windpower,10.4,Wind
2442,Wheal Alfred Road Solar Farm,TGC Renewables,3.5,Solar
2443,Wheal Jane,35 Degrees,1.42,Solar
2444,Wheat Leasows Solar Park,Telford and Wrekin Borough Council,4.0,Solar
2445,Whiddon Farm,Lightsource Renewable Energy,1.0,Solar
2446,Whinney Hill II Energy,SITA UK,1.8,Waste
2447,Whinney Hill Waste Disposal Site,Combined Landfill Projects (CLP),1.2,Waste
2448,Whitchurch,Anesco,6.52,Solar
2449,Whitehead Landfill,Biridor Limited,5.3,Waste
2450,Whitelee,CRE Energy/ Scottish Power,322.0,Wind
2451,Whitelee 2,Scottish Power Renewables,217.02,Wind
2452,Whitelee Windfarm Extension phase 2,,109.0,Wind
2453,Whitemill Wind Farm,Co-operative Energy,14.0,Wind
2454,Whitemoor,REG Bio-Power,18.0,Biomass
2455,Whiteparish,Biffa,1.1,Waste
2456,Whites Landfill Site (Canford),Canford Renewable Energy Ltd,6.0,Waste
2457,Whitley (Ashcott Farm) Solar Park,British Solar Renewables,7.5702,Solar
2458,Whitley Farm (2 of 2),British Solar Renewables,3.5,Solar
2459,Whitman Laboratories,Whitman Laboratories,1.0,Solar
2460,Whittlesey,REG Windpower (previously Cornwall Light and Power),9.0,Wind
2461,Whitton Mawr,Cenin Renewables,6.0,Solar
2462,Wick Farm (Burnham on Crouch),Countryside Renewables,5.0,Solar
2463,Wick Farm Solar Park,Hadstone Energy/ Communities for Renewables,14.6,Solar
2464,Wick Lane Solar Ltd,Navitas Project,2.8,Solar
2465,Wickfield Farm,NESF (formerly A C Crocker Properties Ltd),5.0,Solar
2466,Widehurst Farm,Wirsol (formerly Susenco),5.0,Solar
2467,Widnes 3MG Biomass/Mersey Bioenergy (CHP) Plant,Burmeister & Wain Scandinavian (BWSC)/ Bioenergy Infrastructure Group,20.0,Biomass
2468,Wiggin Hill Solar Farm - Phase 1,Lightsource Renewable Energy,6.8,Solar
2469,Wiggin Hill Solar Farm - Phase 2,Lightsource Renewable Energy,4.1,Solar
2470,Wigley Farm,R Gough & Son,1.1,Biomass
2471,Wilbees Farm (resubmission),Hive Energy,5.0,Solar
2472,Wilburton,Abbey Renewables,4.99,Solar
2473,William's Farm,Solar Ventures,4.20464,Solar
2474,Willsland Solar farm,The Green Company,3.2,Solar
2475,Wilmingham Lane Solar Farm,Low Carbon Solar,7.0,Solar
2476,Wilnecote Landfill Site,Biffa,1.0,Waste
2477,Wilsom Farm,Canadian solar,11.0,Solar
2478,Wilton,Primrose Solar,9.484,Solar
2479,Wilton 10,UK Wood Recycling,38.0,Biomass
2480,Wilton 11 EfW,SUEZ / Sembcorp UK,49.0,Waste
2481,Wind Farm Africa Alive,SLP Energy,4.1,Wind
2482,Wind Turbine 1,Brett Martin Ltd,2.3,Wind
2483,Windy Standard,Fred Olsen Renewables,21.6,Wind
2484,Windy Standard II Wind Farm (Brockloch Rig Phase 1),Fred Olsen Renewables,61.5,Wind
2485,Windyhill Road (Dunbeg) Wind Farm,Gaelectric Developments/ CGN Europe Energy,42.0,Wind
2486,Wingates,Ventient (formerly Infinis),15.0,Wind
2487,Wingmoor Farm (Waste AD),Grundon,1.6,Biomass
2488,Winham Farm - resubmission,Hive Energy,5.0,Solar
2489,Winnards Perch Solar Farm,Solar Securities Group,3.8,Solar
2490,Winscales Moor,Gravis Capital Management,6.0,Wind
2491,Winsdon Farm,Primrose Solar,5.0,Solar
2492,Winterbrook,S.A.T. Sun & Alternative Technology,1.2,Solar
2493,Winterton Landfill Site,Humberside Wastewise Ltd / Coal Products Limited,3.8,Waste
2494,Winwick,Blue Energy,12.3,Wind
2495,Wisbech Solar Park,British Solar Renewables,3.40472,Solar
2496,Wisbridge Farm,Push Energy,9.3,Solar
2497,Witches Solar Farm,Smarter Energy Solutions - Mr J Joannou -  info@smarterenergysolutions.co.uk,5.0,Solar
2498,Withernwick,Energiekontor UK,18.0,Wind
2499,Withnell LFS,,2.3,Waste
2500,Withyhedge Generation Plant,,2.4,Waste
2501,Wix Lodge,Sunsave 25 (Wix Lodge Farm) Limited/ Vogt Solar,18.7,Solar
2502,Woden Park,Caerau Solar IQ,4.992,Solar
2503,Wogaston Solar Farm,Elgin Energy EsCo,5.3,Solar
2504,Wolf Bog,B9 Energy / RES,10.0,Wind
2505,Wolseley National Distribution Centre,Wolseley UK,2.0,Solar
2506,Wolverhampton EfW,MES Environmental (CNIM Group),8.0,Waste
2507,Woodforde Farm,Esconrg,9.0,Solar
2508,Woodlands Barton Solar Farm,Laurence Associates,4.9,Solar
2509,Woodlands Barton Wind Project,Mr Jon Hyatt,4.6,Wind
2510,Woodlands Farm Solar Park,Lightsource Renewable Energy,10.0,Solar
2511,Woodlands Wind Farm,WhiteRock Energy,2.6,Wind
2512,Woodtown,Woodtown Solar Limited,2.719,Solar
2513,Woolbridge Solar Park,Good Energy Generation,5.0,Solar
2514,Woolley Hill,Aviva,10.0,Wind
